ACCE_ABSORB_COST	Kombinasyon maliyeti: %d
COMMUNITY_INVALID_NAME	Bu ad bulunamadý veya mevcut deðil.
COMMUNITY_INVITE_PARTY	%s adresine bir grup isteði gönderdin.
COMMUNITY_LOGIN_MEMBER	%s çevrimiçi
COMMUNITY_MEMBER_LEVEL	(Sv. %d)
COMMUNITY_REGISTER_COMMENT	Gönder
COMMUNITY_REGISTER_COMPLETE	Bir yayýn paylaþtýn.
COMMUNITY_REQUESTED_ALREADY	Bu oyuncu zaten istek listende.
COMMUNITY_REQUEST_ALARM_AT_LOGIN	Bir arkadaþlýk isteði aldýn. Topluluk penceresini kontrol et.
COMMUNITY_REQUEST_FRIEND	%s sana bir arkadaþlýk isteði gönderdi.
COMMUNITY_REQUEST_FRIEND_SUCCESS	%s Ýsimli oyuncuya bir arkadaþlýk isteði gönderdin.
COMMUNITY_REQUEST_LIST_OVER_MAX	Arkadaþ listen dolu olduðundan %s isimli oyuncuya arkadaþlýk isteði gönderemezsin.
COMMUNITY_TARGET_BLOCKED_YOU	%s seni engelledi.
COMMUNITY_TARGET_EXIST_REQUEST_LIST	Bu oyuncu zaten istek listende.
COMMUNITY_TARGET_MAX_FRIEND_COUNT	%s kullanýcýsýnýn arkadaþlýk listesi dolu. Ýstek gönderilemiyor.
COMMUNITY_TARGET_REFUSE_REQUEST	%s arkadaþlýk isteðini reddetti.
COMMUNITY_TARGET_REQUEST_FRIEND_BLOCK_MODE	Bu oyuncu arkadaþlýk isteðini engelledi.
COMMUNITY_TARGET_RUNNING_QUEST	Bu oyuncu þu anda arkadaþlýk isteðini kabul edemiyor.
CREATE_ERROR_GM_NAME	Karakter isminizde, GM ismini kullanamazsiniz.
CREATE_ERROR_INSULT_NAME	Bu isim hatalý.
CREATE_ERROR_LIMIT_LEVEL	Karakterin en az seviye 80 olmalý.
CREATE_ERROR_TIME_LIMIT	Sadece her 30 saniyede bir karakter oluþturabilirsin.
CREATE_ERROR_WRONG_STRING	Bu karakter adý yasak.
CREATE_EXIST_SAME_NAME	Bu ismi zaten baþka bir karakter kullanýyor.
CREATE_FAILURE	Karakteri yaratamazsýn.
CREATE_FULL	Baþka karakter oluþturamazsýn.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Ýsmi gir.
CREATE_PLUS_STAT	Hala statü puanýn var.
CUBE_ALCHEMY_BANN_SIGN	Bunu þu anda yapamazsýn.
CUBE_CATEGORY_ACCESSORY	Mücevher
CUBE_CATEGORY_ALCHEMY	Demirci runiði
CUBE_CATEGORY_ARMOR	Zýrh
CUBE_CATEGORY_ARMOR_GLOVE	Eldiven
CUBE_CATEGORY_BELT	Kemer
CUBE_CATEGORY_ETC	Vs.
CUBE_CATEGORY_EVENT	Etkinlik
CUBE_CATEGORY_JOB	Sýnýf
CUBE_CATEGORY_MAP	Tamamlanmýþ haritalar
CUBE_CATEGORY_PET	Pet
CUBE_CATEGORY_SETADD_ARMOR	Set zýrhý oluþtur
CUBE_CATEGORY_SETADD_HELMET	Set kaský oluþtur
CUBE_CATEGORY_SETADD_WEAPON	Set silahý oluþtur
CUBE_CATEGORY_WEAPON	Silah
CUBE_CATEGOR_SKILL_BOOK	Beceri Kitabý
CUBE_DO_NOT_SAME_ALCHEMY_KINDS	Lütfen uygun tip bir demirci runiði kullan.
CUBE_FAIL	Üretim baþarýsýz oldu.
CUBE_LIST_TEXT_ITEM_INFO	%s ( %d%% )
CUBE_LIST_TEXT_MAKE_QUANTITY	[%d]
CUBE_MAKE_CONFIRM_QUESTION_1	Kullanýlan minimum bir eþya çok deðerli (%d üzerinde bonusu var).
CUBE_MAKE_CONFIRM_QUESTION_2	Durumunu sýfýrlamak istediðinden emin misin?
CUBE_NOT_ENOUGHT_ALCHEMY_COUNT	Hiç sahip olduðun %s yok, bu nedenle bunu þu anda üretemezsin.
CUBE_NOT_ENOUGH_GEM	Yetersiz Gaya.
CUBE_NOT_ENOUGH_GOLD	Üretim için yetersiz Yang.
CUBE_NOT_ENOUGH_MATERIAL	Üretim için yetersiz malzeme.
CUBE_PLEASE_SELECT	Nesne seçilmedi.
CUBE_SELECT_ITEM_FIRST	Önce üretmek istediðin nesneyi seç.
CUBE_TOOLTIP_PASSIVE_JOB_LEFT_TIME	Kalan süre: {0} ~ {1} saat
CUBE_USING_ALCHEMY_INFO	%s üretim için kullanýldý (%d adet).
CZ_REWARD_QUESTION_COMPLETE	Bu alaný bozdurmak mý istiyorsun?
CZ_REWARD_TOOLTIP_10GAN	Zodyak Niþanlarý
CZ_REWARD_TOOLTIP_10GAN_COUNT	Envanterdeki Miktar
CZ_REWARD_TOOLTIP_10GAN_NEED_COUNT	Gerekli Miktar
CZ_REWARD_TOOLTIP_12ZI	Bekçi Niþanlarý
CZ_REWARD_TOOLTIP_12ZI_COUNT	Envanterdeki Miktar
CZ_REWARD_TOOLTIP_12ZI_NEED_COUNT	Gerekli Miktar
CZ_REWARD_TOOLTIP_ALL_BOX	Yýldýz Hazinesi
CZ_REWARD_TOOLTIP_CAN_GET_ALL_BOX	Yýldýz hazinesi ödülünü almak için buraya týkla.
CZ_REWARD_TOOLTIP_CAN_GET_GREEN_BOX	Aventurin hazinesi ödülünü almak için buraya týkla.
CZ_REWARD_TOOLTIP_CAN_GET_YELLOW_BOX	Aureolin hazinesi ödülünü almak için buraya týkla.
CZ_REWARD_TOOLTIP_COMPLETABLE	Bozdur
CZ_REWARD_TOOLTIP_GREEN_BOX	Aventurin Hazinesi
CZ_REWARD_TOOLTIP_GREEN_BOX_COMP_CNT	Bozdurulan Aventurin hazinesi: %d
CZ_REWARD_TOOLTIP_WEEKLY	Gün
CZ_REWARD_TOOLTIP_WEEKLY_FRI	Cuma
CZ_REWARD_TOOLTIP_WEEKLY_MON	Pazartesi
CZ_REWARD_TOOLTIP_WEEKLY_SAT	Cumartesi
CZ_REWARD_TOOLTIP_WEEKLY_SAT_SUN	Cumartesi/Pazar
CZ_REWARD_TOOLTIP_WEEKLY_THU	Perþembe
CZ_REWARD_TOOLTIP_WEEKLY_TUE	Salý
CZ_REWARD_TOOLTIP_WEEKLY_WED	Çarþamba
CZ_REWARD_TOOLTIP_YELLOW_BOX	Aureolin Hazinesi
CZ_REWARD_TOOLTIP_YELLOW_BOX_COMP_CNT	Bozdurulan Aureolin hazinesi: %d
DAY	g
DETAILS_0	Metine karþý güçlü
DETAILS_1	Yr. insanl. krþ. gç.
DETAILS_2	Yarý insan direnci
DETAILS_3	Orklara karþý güçlü
DETAILS_4	Ölümsüz. karþý güçlü
DETAILS_5	Canavarl. krþ. güçlü
DETAILS_6	Zod. canv. krþ. güç.
DETAILS_7	Hayvanl. karþý güçlü
DETAILS_8	Mistikl. karþý güçlü
DETAILS_9	Þeytanl. karþý güçlü
DETAILS_10	Çöl cana. krþ. güçlü
DETAILS_11	Böcekl. karþý güçlü
DETAILS_12	Saldýrý deðeri
DETAILS_13	Savunma deðeri
DETAILS_14	Ortalama hasar
DETAILS_15	Ortl. hasar direnci
DETAILS_16	Beceri hasarý
DETAILS_17	Dayanýklýlýk beceri hsr.
DETAILS_18	Büyü/yakýn sav. sal.
DETAILS_19	Büyü saldýrýsý
DETAILS_20	Krit. isabet þansý
DETAILS_21	Delici isabet
DETAILS_22	Kritik vuruþ direnci
DETAILS_23	Del. isabet direnci
DETAILS_24	Þimþek direnci
DETAILS_25	Buz direnci
DETAILS_26	Karanlýk direnci
DETAILS_27	Ateþe karþý direnç
DETAILS_28	Rüzgar direnci
DETAILS_29	Toprak direnci
DETAILS_30	Þimþeklerin gücü
DETAILS_31	Buzun gücü
DETAILS_32	Karanlýðýn gücü
DETAILS_33	Ateþin gücü
DETAILS_34	Rüzgarýn gücü
DETAILS_35	Topraðýn gücü
DETAILS_36	Savaþçý. krþ. güçlü
DETAILS_37	Ninjal. krþ. güçlü
DETAILS_38	Suralara karþý güçlü
DETAILS_39	Þamanl. karþý güçlü
DETAILS_40	Lycanl. karþý güçlü
DETAILS_41	Savaþçýl. krþ. sav.
DETAILS_42	Ninjal. karþý savun.
DETAILS_43	Sural. karþý savunma
DETAILS_44	Þamanlara karþý sav.
DETAILS_45	Lycan. karþý savunma
DETAILS_46	Kýlýç savunmasý
DETAILS_47	Çift el savunmasý
DETAILS_48	Hançer savunmasý
DETAILS_49	Pençe savunmasý
DETAILS_50	Çan savunmasý
DETAILS_51	Yelpaze savunmasý
DETAILS_52	Ok savunmasý
DETAILS_53	Bayýlma olasýlýðý
DETAILS_54	Yavaþlama þansý
DETAILS_55	Zehirlenme olasýlýðý
DETAILS_56	Zehir direnci
DETAILS_57	Kanama saldýrýsý
DETAILS_58	Kanama saldýr. dir.
DETAILS_59	Hayat yaðmasý
DETAILS_60	SP yaðmasý
DETAILS_61	HP yükleme
DETAILS_62	SP yükleme
DETAILS_63	Saldýrý engelleme
DETAILS_64	Ok saldýr. sýyrýlma
DETAILS_65	Yak. dövüþ yansýmasý
DETAILS_66	Öldürmede HP yenile.
DETAILS_67	Öldürmede SP yenile.
DETAILS_68	2 kat EXP
DETAILS_69	2 kat Yang
DETAILS_70	Düþürme þansý
DETAILS_71	Saldýrý deðeri
DETAILS_72	Savunma
DETAILS_73	EXP
DETAILS_74	Düþürme þansý
DETAILS_75	2 kat Yang
DETAILS_76	Büyüye karþý direnç
DETAILS_77	Büyü bozma
DETAILS_78	Canavara krþ. drnç.
DETAILS_79	Büyülü saldý. bonusu
DETAILS_ATTBONUS_BELL	Çanýn Kýrýlmasý
DETAILS_ATTBONUS_BOW	Okun Kýrýlmasý
DETAILS_ATTBONUS_CLAW	Pençenin Kýrýlmasý
DETAILS_ATTBONUS_DAGGER	Hançerin Kýrýlmasý
DETAILS_ATTBONUS_FAN	Yelpazenin Kýrýlmasý
DETAILS_ATTBONUS_SWORD	Kýlýcýn Kýrýlmasý
DETAILS_ATTBONUS_TWOHAND	Çift Elin Kýrýlmasý
DETAILS_CATE_1	Hasar/savunma
DETAILS_CATE_2	Temel bonuslar
DETAILS_CATE_3	Sýnýf bonuslarý
DETAILS_CATE_4	Silah bonuslarý
DETAILS_CATE_5	Diðer bonuslar
DETAILS_CATE_6	Özel bonuslar
DETAILS_HIT_PCT	Tamlýk
DETAILS_RESIST_MOUNT_FALL	Düþmeye Karþý Dayanýklýlýk
DETAILS_TITLE	Ayrýntýlar
DETAILS_TOOLTIP_0	Metin karþýsýnda güçlü: Metin taþlarýna daha büyük hasar verir.
DETAILS_TOOLTIP_1	Yarý insanlara karþý güçlü: Yarý insanlara daha büyük hasar verir.
DETAILS_TOOLTIP_2	Yarý insanlara karþý direnç: Yarý insanlardan alýnan hasarý düþürür.
DETAILS_TOOLTIP_3	Orklar karþýsýnda güçlü: Orklara daha çok hasar verir.
DETAILS_TOOLTIP_4	Ölümsüzler karþýsýnda güçlü: Ölümsüzlere daha çok hasar verir.
DETAILS_TOOLTIP_5	Canavarlar karþýsýnda güçlü: Canavarlara daha çok hasar verir.
DETAILS_TOOLTIP_6	Zodyak canavarlarýna karþý güçlü: Zodyak canavarlarýna daha büyük hasar verir.
DETAILS_TOOLTIP_7	Hayvanlar karþýsýnda güçlü: Vahþi hayvanlara daha çok hasar verir.
DETAILS_TOOLTIP_8	Mistikler karþýsýnda güçlü: Mistiklere daha çok hasar verir.
DETAILS_TOOLTIP_9	Þeytanlar karþýsýnda güçlü: Canavarlara daha çok hasar verir.
DETAILS_TOOLTIP_10	Çöl canavarýna karþý güçlü: Çöl canavarlarýna daha büyük hasar verir.
DETAILS_TOOLTIP_11	Böceklere karþý güçlü: Böceklere daha büyük hasar verir.
DETAILS_TOOLTIP_12	Saldýrý deðerini artýrýr.
DETAILS_TOOLTIP_13	Savunma deðerini artýrýr.
DETAILS_TOOLTIP_14	Rakiplere saldýrýrken verdiðin ortalama hasarý yükseltir.
DETAILS_TOOLTIP_15	Ortalama hasara karþý direnç: Bir saldýrýda aldýðýn hasarý düþürür.
DETAILS_TOOLTIP_16	Bir becerinin meydana getirdiði hasarý artýrýr.
DETAILS_TOOLTIP_17	Beceri hasarýna direnç: Sana bir yetenekle verilen hasarý düþürür.
DETAILS_TOOLTIP_18	Hem bedensel hem de büyü saldýrý deðeri yükselir.
DETAILS_TOOLTIP_19	Rakiplere bir büyü saldýrýsýyla verdiðin hasarý yükseltir.
DETAILS_TOOLTIP_20	Bir kritik vuruþ meydana getirme þansýný yükseltir.
DETAILS_TOOLTIP_21	Delici isabet þansý: Delici isabet yapma þansýný artýrýr.
DETAILS_TOOLTIP_22	Kritik isabete karþý direnç: Bir kritik vuruþla meydana getirilen hasarý düþürür.
DETAILS_TOOLTIP_23	Delici isabete karþý direnç: Bir delici isabetle meydana getirilen hasarý düþürür.
DETAILS_TOOLTIP_24	Belli canavarlardan alýnan hasarý düþürür.
DETAILS_TOOLTIP_25	Belli canavarlardan alýnan hasarý düþürür.
DETAILS_TOOLTIP_26	Karanlýk direnci: Belli canavarlardan alýnan hasarý düþürür.
DETAILS_TOOLTIP_27	Belli canavarlardan alýnan hasarý düþürür.
DETAILS_TOOLTIP_28	Belli canavarlardan alýnan hasarý düþürür.
DETAILS_TOOLTIP_29	Belli canavarlardan alýnan hasarý düþürür.
DETAILS_TOOLTIP_30	Þimþeklerin gücüyle verdiðin hasarý artýrýr.
DETAILS_TOOLTIP_31	Buzun gücüyle verdiðin hasarý artýrýr.
DETAILS_TOOLTIP_32	Karanlýðýn gücüyle verdiðin hasarý artýrýr.
DETAILS_TOOLTIP_33	Ateþin gücüyle verdiðin hasarý artýrýr.
DETAILS_TOOLTIP_34	Rüzgarýn gücüyle verdiðin hasarý artýrýr.
DETAILS_TOOLTIP_35	Topraðýn gücüyle verdiðin hasarý artýrýr.
DETAILS_TOOLTIP_36	Savaþçýlar karþýsýnda güçlü: Savaþçýlara daha çok hasar verir.
DETAILS_TOOLTIP_37	Ninjalar karþýsýnda güçlü: Ninjalara daha çok hasar verir.
DETAILS_TOOLTIP_38	Sura karþýsýnda güçlü: Suralara daha çok hasar verir.
DETAILS_TOOLTIP_39	Þamanlar karþýsýnda güçlü: Þamanlara daha çok hasar verir.
DETAILS_TOOLTIP_40	Lycanlar karþýsýnda güçlü: Lycanlara daha çok hasar verir.
DETAILS_TOOLTIP_41	Savaþçý saldýrýlarýný savuþturma þansý: Savaþçýlardan alýnan hasarý azaltýr.
DETAILS_TOOLTIP_42	Ninja saldýrýlarýný savuþturma þansý: Ninjalardan alýnan hasarý azaltýr.
DETAILS_TOOLTIP_43	Sura saldýrýlarýný savuþturma þansý: Suralardan alýnan hasarý azaltýr.
DETAILS_TOOLTIP_44	Þaman saldýrýlarýný savuþturma þansý: Þamanlardan alýnan hasarý azaltýr.
DETAILS_TOOLTIP_45	Lycan saldýrýlarýný savuþturma þansý: Lycanlardan alýnan hasarý azaltýr.
DETAILS_TOOLTIP_46	Bir kýlýçtan alýnan hasarý düþürür.
DETAILS_TOOLTIP_47	Bir çift el silahtan alýnan hasarý düþürür.
DETAILS_TOOLTIP_48	Bir hançerden alýnan hasarý düþürür.
DETAILS_TOOLTIP_49	Bir pençeden alýnan hasarý düþürür.
DETAILS_TOOLTIP_50	Bir çandan alýnan hasarý düþürür.
DETAILS_TOOLTIP_51	Bir yelpazeden alýnan hasarý düþürür.
DETAILS_TOOLTIP_52	Bir ok veya yaydan alýnan hasarý düþürür.
DETAILS_TOOLTIP_53	Rakibi bayýltma þansýný yükseltir.
DETAILS_TOOLTIP_54	Rakibi yavaþlama þansýný yükseltir.
DETAILS_TOOLTIP_55	Rakibi zehirleme þansýný yükseltir.
DETAILS_TOOLTIP_56	Bir zehirden alýnan hasarý düþürür.
DETAILS_TOOLTIP_57	Bir kanama saldýrýsý meydana getirme þansýný yükseltir.
DETAILS_TOOLTIP_58	Kanama saldýrýsý karþýsýnda güçlü: Bir kanama saldýrýsýndan alýnan hasarý düþürür.
DETAILS_TOOLTIP_59	Rakibinle karþýlaþtýðýnda ondan HP çeker.
DETAILS_TOOLTIP_60	Rakibinle karþýlaþtýðýnda ondan SP çeker.
DETAILS_TOOLTIP_61	Hayat puanlarýnýn yenilenmesini hýzlandýrýr.
DETAILS_TOOLTIP_62	Mana puanlarýnýn yenilenmesini hýzlandýrýr.
DETAILS_TOOLTIP_63	Yakýn dövüþ saldýrýlarýný bloklama þansý: Bir yakýn dövüþ saldýrýsýndan sýyrýlma þansýný artýrýr.
DETAILS_TOOLTIP_64	Ok saldýrýlarýný bloklama þansý: Bir canavarýn ok veya uzak saldýrýsýndan sýyrýlma þansýný artýrýr.
DETAILS_TOOLTIP_65	Yakýn dövüþ vuruþlarýný yansýtma þansý: Yakýn dövüþ vuruþlarýnýn bir kýsmý rakibe geri yansýtýlýr.
DETAILS_TOOLTIP_66	Öldürmede HP yenilemesi: Bir rakip öldürdüðünde hayat puanlarýn yükselir.
DETAILS_TOOLTIP_67	Öldürmede SP yenilemesi: Bir rakip öldürdüðünde mana puanlarýn yükselir.
DETAILS_TOOLTIP_68	Ýki kat tecrübe kazanma þansý: Rakibini yendiðinde EXP bonusu kazanma þansýný artýrýr.
DETAILS_TOOLTIP_69	Ýki kat Yang düþürme þansý: Ýki kat Yang elde etme þansýný artýrýr.
DETAILS_TOOLTIP_70	Nesne düþürme þansý: Nesneleri çift çift elde etme þansýný artýrýr.
DETAILS_TOOLTIP_71	Saldýrý deðerini artýrýr.
DETAILS_TOOLTIP_72	Savunma deðerini artýrýr.
DETAILS_TOOLTIP_73	Tecrübe toplamayý artýrýr.
DETAILS_TOOLTIP_74	Nesne düþürme þansý: Nesne elde etme þansýný artýrýr.
DETAILS_TOOLTIP_75	Yang düþürme þansý: Daha fazla Yang elde etme þansýný artýrýr.
DETAILS_TOOLTIP_76	Büyü saldýrýsýyla aldýðýn hasarý düþürür.
DETAILS_TOOLTIP_77	Rakibinin büyü direncini düþürür.
DETAILS_TOOLTIP_78	Canavarlardan alýnan hasar düþer.
DETAILS_TOOLTIP_79	Büyülü saldýrý deðerini yükseltir.
DETAILS_TOOLTIP_ATTBONUS_BELL	Çan Savunmasýnýn Kýrýlmasý: Düþmanýnýn çan savunmasýný azaltýr.
DETAILS_TOOLTIP_ATTBONUS_BOW	Ok Savunmasýnýn Kýrýlmasý: Düþmanýnýn ok savunmasýný azaltýr.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Pençe Savunmasýnýn Kýrýlmasý: Düþmanýnýn pençe savunmasýný azaltýr.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Hançer Savunmasýnýn Kýrýlmasý: Düþmanýnýn hançer savunmasýný azaltýr.
DETAILS_TOOLTIP_ATTBONUS_FAN	Yelpaze Savunmasýnýn Kýrýlmasý: Düþmanýnýn yelpaze savunmasýný azaltýr.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Kýlýç Savunmasýnýn Kýrýlmasý: Düþmanýnýn kýlýç savunmasýný azaltýr.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Çift El Savunmasýnýn Kýrýlmasý: Düþmanýnýn çift el savunmasýný azaltýr.
DETAILS_TOOLTIP_HIT_PCT	Rakibi vurma þansýný yükseltir.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Düþmeye Karþý Dayanýklýlýk: Bineðinden düþme ihtimalini azaltýr.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	Sorgulama sýrasýnda nesne hareket ettiremezsin.
DO_NOT_INSERT_UPBRINGING_PET	Aktif pet seçilemez.
DO_YOU_BUY_ITEM1	%s Eþyasýný %s Yang karþýlýðýnda satýn almak ister misin?
DO_YOU_BUY_ITEM2	%s (%s adet) eþyasýný %s Yang ile karþýlýðýnda almak ister misin?
DO_YOU_BUY_ITEM3	%s ile %s Won ve %s Yang almak ister misin?
DO_YOU_BUY_ITEM4	%s nesnesini (%s adet ) %s Won ve %s Yang karþýlýðýnda satýn almak ister misin?
DO_YOU_BUY_ITEM_SECONDARY_COIN_1	%s eþyasýný %s karþýlýðýnda satýn almak istiyor musun?
DO_YOU_BUY_ITEM_SECONDARY_COIN_2	%s eþyasýný (%s adet) %s karþýlýðýnda satýn almak istiyor musun?
DO_YOU_DROP_MONEY	%d Yang býrakmak istiyor musun?
DO_YOU_SELL_ITEM1	%s Eþyasýný %s Yang karþýlýðýnda satmak ister misin?
DO_YOU_SELL_ITEM2	%s (%s adet) eþyasýný %s Yang karþýlýðýnda satmak ister misin?
DRAGON_GATE_AUTO_REINFORCE_QUESTION	
DRAGON_GATE_CLEAR	
DRAGON_GATE_CLEAR_NOT_ENOUGH_MAX_REINFORCE	
DRAGON_GATE_CLEAR_QUESTION	
DRAGON_GATE_CLEAR_SELECT	
DRAGON_GATE_CLEAR_TOOLTIP	
DRAGON_GATE_DEFENSE	
DRAGON_GATE_ENCHANT_DARK	
DRAGON_GATE_ENCHANT_EARTH	
DRAGON_GATE_ENCHANT_ELECTRIC	
DRAGON_GATE_ENCHANT_FIRE	
DRAGON_GATE_ENCHANT_ICE	
DRAGON_GATE_ENCHANT_WIND	
DRAGON_GATE_EXPERIENCE	
DRAGON_GATE_HEALTH	
DRAGON_GATE_ITEM_CLEAR	
DRAGON_GATE_ITEM_CLEAR_QUESTION	
DRAGON_GATE_MARK	
DRAGON_GATE_MASTER_STEP_CHECK	
DRAGON_GATE_MY_POINT_TOOLTIP	
DRAGON_GATE_NEED_POINT_TOOLTIP	
DRAGON_GATE_PAEWANG	
DRAGON_GATE_POINT_CLEAR	
DRAGON_GATE_POINT_CLEAR_NOT_ENOUGH_POINT	
DRAGON_GATE_POINT_CLEAR_QUESTION	
DRAGON_GATE_POWER	
DRAGON_GATE_REINFORCE_APPLY_DEFAULT_TOOLTIP	
DRAGON_GATE_REINFORCE_BONUS	
DRAGON_GATE_REINFORCE_BONUS_APPLY	
DRAGON_GATE_REINFORCE_COUNT_TOOLTIP	
DRAGON_GATE_REINFORCE_MAX	
DRAGON_GATE_REINFORCE_NOT_BONUS_APPLY	
DRAGON_GATE_REINFORCE_NOT_BONUS_APPLY2	
DRAGON_GATE_REINFORCE_NOT_ENOUGH_POINT	
DRAGON_GATE_REINFORCE_QUESTION	
DRAGON_GATE_REINFORCE_RESULT	
DRAGON_GATE_REINFORCE_TOOLTIP	
DRAGON_GATE_REINFORCE_TOOLTIP_LINE1	
DRAGON_GATE_REINFORCE_TOOLTIP_LINE2	
DRAGON_GATE_REINFORCE_TOOLTIP_TITLE	
DRAGON_GATE_RESIST_DARK	
DRAGON_GATE_RESIST_EARTH	
DRAGON_GATE_RESIST_ELECTRIC	
DRAGON_GATE_RESIST_FIRE	
DRAGON_GATE_RESIST_ICE	
DRAGON_GATE_RESIST_WIND	
DRAGON_GATE_STEP_CLEAR_INITIALIZE_FIRST	
DRAGON_GATE_STEP_CLEAR_QUESTION_1	
DRAGON_GATE_STEP_CLEAR_QUESTION_2	
DRAGON_GATE_STEP_CLEAR_TOOLTIP	
DRAGON_GATE_STEP_CLEAR_WARNING_QUESTION_1	
DRAGON_GATE_STEP_CLEAR_WARNING_QUESTION_2	
DRAGON_GATE_STEP_UPGRADE_NOT_ENOUGH_POINT	
DRAGON_GATE_STEP_UPGRADE_QUESTION_1	
DRAGON_GATE_STEP_UPGRADE_QUESTION_2	
DRAGON_GATE_STEP_UPGRADE_TOOLTIP	
DRAGON_GATE_SUNGMA_HP	
DRAGON_GATE_SUNGMA_IMMUNE	
DRAGON_GATE_SUNGMA_MOVE	
DRAGON_GATE_SUNGMA_STR	
DRAGON_GATE_TOOLTIP_LINE1	
DRAGON_GATE_TOOLTIP_LINE2	
DRAGON_GATE_TOOLTIP_LINE3	
DRAGON_GATE_TOOLTIP_LINE4	
DRAGON_GATE_TOOLTIP_LINE5	
DRAGON_GATE_TOOLTIP_LINE6	
DRAGON_GATE_TOOLTIP_LINE7	
DRAGON_GATE_TOOLTIP_LINE8	
DRAGON_GATE_TOOLTIP_LINE9	
DRAGON_GATE_TOOLTIP_LINE10	
DRAGON_GATE_TOOLTIP_LINE11	
DRAGON_GATE_TOOLTIP_NOT_ENOUGH_REINFORCE	
DRAGON_GATE_TOOLTIP_TITLE	
DRAGON_GATE_TUGWI	
DRAGON_SOUL_CANNOT_REFINE	Bu ejderha taþý arýndýrýlamaz.
DRAGON_SOUL_CANNOT_REFINE_MORE	Bu ejderha taþý en yüksek seviyeye ulaþtý bile.
DRAGON_SOUL_EQUIP_WARNING1	Bir ejderha taþýný tekrar çýkartmak zor.
DRAGON_SOUL_EQUIP_WARNING2	Yine de devam etmek istiyor musun?
DRAGON_SOUL_EXPIRED	Süresi geçmiþ ejderha taþý
DRAGON_SOUL_INVALID_DRAGON_SOUL	Yanlýþ ejderha taþý.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Bu ejderha taþý deðil.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Bu doðru ejderha taþý deðil.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Arýndýrma için yeterli malzemen yok.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	%s\n Ýçin ihtiyacýn olan: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	Bonusunu deðiþtirmek için yeterli Yang'ýn yok.
DRAGON_SOUL_NOT_MATCHED_SLOT	Ejderha taþý bu boþluða sýðmýyor.
DRAGON_SOUL_SEAL_CANNOT_CHANGE_ATTR	Ruha baðlý nesneler deðiþtirilemez.
DRAGON_SOUL_SEAL_CANNOT_EQUIP	Ruha baðlý ejderha taþlarý kuþanýlamaz.
DRAGON_SOUL_SEAL_CANNOT_EXTRACT	Bunu ruha baðlý bir ejderha taþýnda kullanamazsýn.
DRAGON_SOUL_SEAL_CANNOT_REFINE	Ruha baðlý nesneler yükseltilemez.
DRAGON_SOUL_SEAL_CANNOT_UN_EQUIP	Ruha baðlý ejderha taþlarý çýkarýlamaz.
DRAGON_SOUL_STEP_LEVEL1	Saflýk: mat,
DRAGON_SOUL_STEP_LEVEL2	Saflýk: parlak,
DRAGON_SOUL_STEP_LEVEL3	Saflýk: tertemiz,
DRAGON_SOUL_STEP_LEVEL4	Saflýk: mükemmel,
DRAGON_SOUL_STEP_LEVEL5	Saflýk: kusursuz,
DRAGON_SOUL_STRENGTH	Seviye +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Ejderha taþý kýrýlabilir.
DRAGON_SOUL_UNEQUIP_WARNING2	Yine de devam etmek istiyor musun?
DRAGON_SOUL_UNMATCHED_SLOT	Bu yanlýþ boþluk.
DRAGON_SOUL_UNQUALIFIED	Ejderha taþý simyasýný henüz kullanamazsýn.
DROP_ITEM_FAILURE_EQUIP_ITEM	Giyilen eþyayý býrakamazsýn.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Özel dükkan açtýðýn sürece nesne düþüremiyorsun.
DROP_MONEY_FAILURE_1000_OVER	En fazla 999 Yang býrakabilirsin.
DS_SYSTEM_MSG_1	Daha %s %dx gerekli.
DUTCH_AUCTION_CLOSE_OTHER_WINDOW	Hýzlý müzayedeleri açmadan önce lütfen tüm pencereleri kapat.
ELEMENT_BUFF_DARK_TOOLTIP	Karanlýk güç çiçeðinin etkisi altýndayken ekstra hasar verebilirsin.
ELEMENT_BUFF_EARTH_TOOLTIP	Toprak güç çiçeðinin etkisi altýndayken ekstra hasar verebilirsin.
ELEMENT_BUFF_ELECT_TOOLTIP	Þimþek güç çiçeðinin etkisi altýndayken ekstra hasar verebilirsin.
ELEMENT_BUFF_FIRE_TOOLTIP	Ateþ güç çiçeðinin etkisi altýndayken ekstra hasar verebilirsin.
ELEMENT_BUFF_ICE_TOOLTIP	Buz güç çiçeðinin etkisi altýndayken ekstra hasar verebilirsin.
ELEMENT_BUFF_NONE_TOOLTIP	Bir güç çiçeðinin etkisi altýndayken ekstra hasar verebilirsin.
